Word,V.Mean.Sum,A.Mean.Sum,V.Mean.M,V.Mean.F,A.Mean.M,A.Mean.F,V.Mean.Y,V.Mean.O,A.Mean.Y,A.Mean.O
licorice,4.58,4.14,4.6,4.31,3.83,4.27,4.29,4.45,4.57,3.93
lid,5.14,2.91,5.33,5,3.55,2.27,5.43,5,3.6,2.33
lie,2.39,4.81,2.36,2.41,5,4.71,2.18,2.63,3.9,5.64
liege,4.6,3.32,4.22,4.91,2.2,3.75,4.57,4.67,3.33,3.44
lieutenant,4.91,4.1,4,5.27,4.43,3.92,4.64,5.43,3.56,4.55
life,6.68,5.59,6.56,6.78,6,5.1,6.6,6.91,5.78,5.46
lifeboat,5.84,3.96,5.73,5.93,3.1,4.5,5.11,6.25,4.46,3.46
lifeguard,6.35,4.64,6.3,6.4,4.3,4.92,6.6,6.1,4.8,4.5
lifeless,2.24,3.55,2.33,2.2,3.75,3.42,2.56,2,4.44,2.82
lifelike,6.16,4.32,5.71,6.42,4.25,4.36,5.62,6.55,4.1,4.5
lifeline,5.77,4.46,5.67,5.85,4.8,4.25,6.38,5.43,4.77,4.15
lifelong,6.76,4.32,5.78,7.5,4,4.33,6.38,8,4.29,4.2
lifer,3.74,4.55,3.67,3.77,4.55,4.55,4.64,2.5,3.73,5.36
lifesaver,7.24,4.92,7.62,7,5.38,4.42,7.75,6.92,5.57,04.09
lifestyle,5.95,5.52,5.33,06.06,5.17,5.67,6,5.89,5.29,5.64
lifetime,7.3,4.52,7.12,7.42,4.46,4.58,7.62,07.09,4.93,4
lift,5.32,4.9,5.38,5.22,5.57,4.54,5.42,5.2,4.67,05.09
liftoff,4.7,6.17,4.2,4.87,7.4,5.69,4.8,4.6,7.57,5.27
ligament,4.19,3.16,3.67,4.58,2.33,3.33,3.88,5.2,2.5,3.9
ligature,04.05,4.12,4.4,3.93,5.4,3.58,3.8,4.3,5.43,3.2
light,6.55,3.52,5.83,6.8,2.71,3.93,6.14,7.29,3.11,3.83
light year,6.24,4.79,6.5,6.13,5.86,4.17,7.11,5.58,5.44,4.2
lightbulb,5.55,03.07,5.73,5.44,2.4,3.16,5.47,5.62,3.47,2.86
lighten,6.21,3.14,6.27,5.71,4,2.64,6.5,6,2.56,3.54
lightheaded,4.89,3.96,4.56,5.2,3.71,4.2,4.33,5.4,4.1,4
lighthouse,6.24,3.67,6.64,06.04,3.95,3.36,6.33,6.17,04.06,3.38
lighting,6.52,4.92,7.12,6.15,5.69,4,7.62,06.08,5.79,3.7
lightness,6.37,4.5,6.36,6.38,5,4.36,6.5,6.27,4.71,4.36
lightning,5.34,6.75,5.54,5,6.75,6.75,5.71,05.05,6.75,6.75
lightweight,5.9,03.05,6,5.88,3.29,2.92,5.43,6.15,3.57,2.75
likable,6.83,4.23,6.82,6.67,4,4.36,7,6.7,3.67,4.62
like,7.44,4.4,6.5,8.2,4.43,4.38,7,8.14,3.89,4.82
likelihood,5.74,2.9,5.86,5.67,3.44,2.45,5.6,6,3.25,2.67
likely,6.9,4.42,7.17,6.8,5.12,3.91,7.33,6.73,5.44,3.5
likeness,6.6,4.27,6.33,6.82,4.27,4.27,6.36,7.17,4.33,4.23
lilac,6.95,3.64,6.78,07.09,3,4.17,6.71,7.5,3.12,3.93
lily,07.05,2.64,5.33,7.85,2.82,2.45,6.91,7.25,2.18,03.09
limb,4.42,2.7,5,4.4,2.4,3,4.33,4.58,2.14,3
limber,6.45,3.41,6.67,6.41,3.63,3.23,6.14,6.62,3.63,3.23
limbo,4.53,4.1,5.33,4.38,4.33,4,4.9,4.11,3.67,4.29
lime,6.1,3.83,6.2,06.07,4.17,3.67,6.6,5.6,4.3,3.25
limelight,06.05,5.47,5.8,6.19,5.5,5.45,5.83,6.3,4.8,6.22
limestone,05.05,2.83,5.44,4.75,3.55,2.17,5.86,4.62,3.55,2.17
limey,4.86,3.55,5,4.73,2.57,4,05.09,4.6,4.2,3.35
limit,4.53,4.29,5,4.44,4.17,4.33,4.5,4.56,5,3.93
limitless,7.11,5.83,6.89,7.3,7,5.4,7.67,6.6,6.2,5.67
limo,6.14,4.15,6.44,5.92,2.6,5.12,5,6.79,4.62,3.69
limousine,6.14,5.65,6.67,5.93,5.5,5.75,7.33,5.67,6.1,5.2
limp,2.81,3,3.33,2.6,4,2.33,3,2.67,3.33,2.73
line,4.82,3.24,4.5,4.93,2.71,3.5,4.86,4.71,3.44,03.08
lineage,5.32,3.37,5.67,5.47,3.4,3.33,5.17,5.67,4,3
linear,05.05,3.2,5.33,4.93,3,3.33,4.67,5.2,3.5,2.9
linebacker,5.42,4.41,5,5.53,5,4.23,5.44,5.4,5.83,3.64
linen,6,2.95,5,6.23,3,2.93,5.57,06.09,3,2.93
liner,4.79,3.71,5.44,4.2,4.25,3.38,5,4.67,4.67,3
lineup,4.45,4.47,3.8,4.62,4.88,4.18,4.25,4.7,4,5
linger,4.42,04.05,3,4.69,4,04.08,4.11,4.7,4,04.08
lingerie,6.89,5.18,6.82,6.86,5.62,4.93,6,7.55,5.22,5.15
lingering,4.95,4.48,5,4.9,4.88,4.23,5.14,4.83,4.67,4.33
lingo,5.33,3.3,4.8,5.54,3.36,3.22,5.14,5.45,2.89,3.64
linguini,5.45,04.09,5.25,5.92,4,4.21,5.62,5.69,4.33,3.93
linguist,5,3.71,5.36,4.5,3.67,3.71,4.75,5.18,4.29,3.3
linguistics,6.37,2.76,6.73,5.86,2.86,2.71,6.62,6.18,2.33,03.08
link,5.9,3.15,5.5,6,2.75,3.25,6,5.83,3.44,2.91
linoleum,4.47,2.77,4.25,4.64,2.89,2.69,4.38,4.55,3.82,1.73
lint,4.3,2.44,4.2,4.33,2.8,2.31,4.4,4.2,2.43,2.45
lion,5.84,5.29,5.33,5.94,6,4.93,6.1,5.56,6.2,4.45
lip,6.38,4.6,6.23,6.62,4.71,4.54,6.92,5.67,4.78,4.45
liposuction,4.68,04.05,3.67,5.15,4.17,3.9,4.7,4.67,4.89,3.46
lipstick,6.35,4,5.8,6.53,4.4,3.85,6.4,6.3,5.14,3.27
liqueur,4.74,05.05,5.11,4.4,5.88,4.57,5.43,4.33,5.3,4.83
liquid,5.35,3.67,6,5,3.9,3.45,5.67,5,3.73,3.6
liquidate,3.95,4.36,4.11,3.8,4.62,4.21,4.29,3.75,4,4.67
liquor,4.85,5.85,5.6,4.1,5.75,5.92,5.56,4.27,6.33,5.12
lira,5.6,3.1,5.67,5.59,4,2.77,5.57,5.62,3.29,3.15
lisp,3.9,3.78,3.4,04.07,3.4,3.92,3.8,4,4.29,3.45
list,5.89,2.55,5.12,6.5,2,2.85,5.36,6.71,1.78,3.18
listen,6.91,3.76,6.33,7.2,3.43,3.93,7.14,6.57,3.78,3.75
listener,6.1,3.83,5.4,6.31,4.25,3.36,6.33,5.78,3.81,3.86
listing,5.67,2.9,6.2,5.46,2.27,3.67,5.71,5.64,2.78,3
listless,3.84,3.33,4.67,3.69,4.45,3,3.89,3.8,3.65,2.94
liter,4.37,3.65,3.78,4.9,3.29,3.93,4.33,4.4,3.5,3.92
literacy,7.55,3.95,7,7.69,3.75,4,7.25,7.75,4.6,3.36
literal,5.84,4.35,5.44,6.2,4.57,4.27,6.44,5.3,4.5,4.25
literary,5.95,3.9,5.33,06.06,3.38,4.23,6.22,5.7,4.56,3.42
literature,6.43,3.7,6.62,6.31,3.4,3.8,6.46,6.38,3.33,4.25
lithium,4.75,3.5,4.33,05.09,4,3.5,5,4.17,3.25,4.11
litigation,3.8,4.33,4,3.6,4.38,4.31,3.44,04.09,4.31,4.38
litigator,3.52,4.43,3.5,3.56,4.71,4.29,3.75,3.47,4.5,4.36
litter,2.58,3.8,2,2.53,3.1,4.5,2,2.67,2.86,4.31
little,5.91,4.2,5,6.27,4.33,4.14,5.71,6.29,3.67,4.64
live,7.95,4.71,7.5,8.2,5,4.57,7.79,8.43,4.11,5.17
livelihood,6.21,4.6,6.6,5.92,5,4.43,5.71,6.36,4.86,4.46
lively,7.12,6.1,7,7.16,7,5.2,6.81,7.3,6.43,5.92
liven,6.1,5.84,5.8,6.27,6.75,5.18,5.82,6.4,5.7,6
liver,4.19,3.27,4,4.36,2.71,3.53,04.09,4.3,4,03.06
livery,4.59,5.11,5,4.38,6.38,4.18,04.08,5.2,5.4,4.78
livestock,5.95,2.95,6.33,5.8,2.5,3.25,6.33,5.67,2.78,03.09
livid,3.42,5.38,3.55,3.57,5.43,5.36,3,3.73,6,5
lizard,5.43,5.5,5.5,5.4,5,5.83,4.5,5.8,5.4,5.6
llama,5.43,04.04,6,5.46,4.12,04.07,5.88,5.5,3.78,4.21
load,4.43,4.55,4.85,3.75,4.29,4.69,4.67,4.11,4.44,4.64
loader,4.48,2.96,5.33,3.83,03.09,2.83,5.14,04.08,3.18,2.75
loaf,5.75,2.45,4.5,06.06,4.33,2.12,5.62,5.83,2.67,2.27
loafer,04.05,3.63,3.8,04.06,4,3.36,4,4.1,3.2,4.11
loan,4.19,3.3,4,4.27,2.88,3.58,5.22,3.42,3.33,3.27
loathe,2.68,5.18,3.22,2.2,5.12,5.21,2.86,2.58,4.7,5.58
loathing,2.42,4.5,2.43,2.42,5.11,4,2.5,2.25,4.38,4.58
loathsome,2.89,4.45,3.33,2.69,4.18,4.78,3.55,2,3.6,5.3
lobby,4.76,4.65,4.38,5,5,4.53,4.92,4.5,4.83,4.38
lobbyist,3.32,3.73,4,2.7,3.88,3.64,4.43,2.67,3.7,3.75
lobe,4.52,3.92,4.62,4.46,3.85,4,4.38,4.92,4.79,2.7
lobotomy,2.45,5.32,3.2,2.25,5.38,5.27,2.5,2.4,5.9,4.67
lobster,6.43,4.67,6.62,6.31,4.77,4.55,6.88,6.33,05.07,4.1
local,6.77,3.8,06.08,7.78,4.29,3.54,6.67,6.9,4.11,3.55
localized,05.05,2.4,5,05.08,2.67,2.18,5.1,5,2.38,2.42
locate,5.58,3.67,6,5.38,4.17,3.47,5.29,5.73,3.14,3.93
location,5.77,4.58,4.8,6.12,5.88,3.64,5.5,6.1,4.3,4.89
locator,5.14,2.83,5.75,4.77,4.33,2.33,5,5.33,3.5,2.36
loch,5.67,3.89,5.38,5.85,5.4,3.36,5.54,5.88,4.27,3.38
lock,4.56,3,3.88,5.1,2.86,03.08,3.91,5.57,2,3.82
locker,4.79,3.35,4.93,4.71,4.45,2.33,4.45,5.14,4.27,2.5
locket,5.71,3.39,4,6.25,3.58,3.18,06.08,5.22,3.5,3.14
locksmith,5.48,3.83,5.62,05.08,4.25,3.5,5,5.5,4.33,3.5
lockup,3.19,4.11,2.75,3.46,4.2,04.07,2.92,3.62,4.73,3.25
loco,4.53,4.8,4.38,4.83,5.6,4.53,5.11,4,6.14,04.08
locomotive,5.95,5.5,5.78,06.08,5.33,5.53,5.78,06.08,5.6,5.47
locust,3.16,4.24,4,3,4.17,4.27,3.1,3.22,4.14,4.29
lode,5.24,3.45,5.5,05.08,4.2,3.2,5.46,4.88,04.08,2.5
lodge,6.43,3.33,6.33,6.56,3.86,03.07,7.5,6.18,4.1,2.64
loft,5.96,3.42,6,5.94,2.43,4,6.2,5.79,3.33,3.5
lofty,5.65,2.95,6.86,5,3.4,2.58,5.55,5.78,3.22,2.77
log,4.94,4.29,5.2,4.92,4.33,4.27,4.71,5.2,5,3.93
logic,6.58,3.67,6.8,6.38,4.67,3.27,6.43,6.55,4,3.5
logical,6.38,3.83,6.88,06.08,3.17,4.5,7,6.33,4.54,3
logistics,05.05,3.76,6,4.1,4.12,3.54,4.78,5.27,4.15,3.12
logo,5.53,3.32,4.67,5.92,2.45,4.18,06.09,4.75,2.91,3.73
lollipop,7.29,3.88,7.5,7.15,4.83,3.56,07.08,7.56,4.5,3.43
lone,3.75,3.84,3.29,4,4.22,3.5,4,3.56,3.88,3.82
loneliness,2.35,04.09,2.45,2.26,4.55,3.7,2.33,2.36,3.58,4.5
lonely,2.67,4.37,3.44,02.08,3.85,4.83,3,2.54,4.83,3.79
loner,3.5,3.94,3.4,3.53,3.33,4.25,3.7,3.3,3.6,4.38
lonesome,3.35,3.45,3.33,3.35,4,3.33,3.86,03.08,4,3.33
longboat,5.35,3.72,6,5.13,4.8,3.31,5.5,5.2,4.86,3
longevity,6.57,4.75,7.75,5.85,4,5,7.15,5.62,4.33,5.38
longitude,4.76,2.91,5.45,4,3.18,2.67,4.7,4.82,3,2.83
longtime,5.5,3.36,6,5.15,2.67,3.75,5.25,5.64,4.58,2.23
look,5.95,3.76,5,6.33,2.86,4.21,5.71,6.43,4,3.58
looker,06.05,4.88,6.78,5.54,3.8,5.56,5.75,6.21,4.54,5.23
lookout,4.43,4.32,4.62,4.33,4.2,4.42,4.67,4.18,4.36,4.27
loom,4.94,3.65,5.6,4.69,2.91,4.56,4.57,5.18,3.22,4
loon,4.74,3.85,6,4.5,3,4.21,5.6,3.78,4.29,3.62
loony,4.48,04.04,5.12,04.08,4.83,3.78,4.5,4.44,5,3.36
loop,5.26,3.52,5,5.31,3,3.73,5.6,4.89,2.86,3.86
loophole,4.84,4.71,4.8,4.85,5.5,4.4,4.14,5.27,4.43,4.86
loopy,4.67,4.25,5,4.53,4.38,4.17,4.89,4.5,5,3.64
loose,4.52,4.3,4.77,4.12,4.86,4,4.58,4.44,4.11,4.45
loosen,5,4,5.33,4.94,4.62,3.62,5.22,4.8,5,3.25
loot,4.43,5.15,5.83,3.87,5.62,4.83,5.5,4,5.7,4.6
lop,4.8,4.55,4.18,5.56,6,3.77,4.82,4.78,3.91,5.33
lopsided,4.19,4.42,4.38,04.08,4.23,4.64,4.25,4.33,5.14,3.4
lord,5.59,3.81,6,5.33,3.86,3.79,5.5,5.57,3.33,4.17
lordship,5.2,4.42,6,4.67,4.69,04.09,6.88,3.82,5,3.6
lore,6.42,4.5,5.89,6.9,4.14,4.64,6.44,6.4,5.3,3.73
lose,3.59,5.43,4.83,03.07,4.71,5.79,3.71,3.29,4.56,06.08
loser,2.85,3.94,3.23,2.65,3.5,4.17,03.09,2.53,3.9,4
loss,2.9,5.2,3.38,2.12,4.43,5.62,3.25,2.44,4.22,6
lost,2.53,5.11,2.33,2.53,4.67,5.25,2.83,2.33,5.29,5
lotion,5.52,3.55,5.88,5.33,3.1,3.92,5,06.09,4.27,2.82
lottery,6.33,06.05,6.78,6,5.71,06.08,6.86,5.85,5.57,6.15
lotto,06.05,6,5.6,6.19,5.86,06.09,5.92,6.2,5.22,6.78
lotus,6.24,3.77,6.33,6.17,3.33,3.8,6,6.42,5.4,3.29
loudmouth,3.24,5.21,3.12,3.31,5,5.29,3.23,3.25,5.55,4.75
loudspeaker,4.67,4.3,3,5.19,4.75,3.82,4.58,4.78,4.44,4
lounge,5.95,2.64,5.22,6.55,3.43,2.27,6.5,5.4,2,2.82
louse,3.34,3.61,3.61,3.13,4.12,3.28,3.65,2.95,3.78,3.39
lousy,3.14,4.28,3.44,2.92,3.78,4.56,4,2.64,4.75,3.85
lovable,8.26,5.41,8.33,8.23,5.5,5.3,7.8,8.78,5.89,05.08
love,8,5.36,7.71,8.54,4.29,5.82,8,8,5.43,5.29
loved,7.65,5.59,7.45,7.86,4.79,5.94,7.18,8.14,6,5.21
loveless,2.59,4.46,2.33,2.77,4.3,4.56,2.88,2.43,04.08,4.85
loveliness,7.5,5.65,7.43,7.54,6.22,5.18,7.4,7.78,5.88,5.5
lovely,7.55,3.95,7.5,7.53,4.14,3.86,7.36,7.86,3.89,4
lovemaking,7.95,6.14,8.4,7.77,7,5.8,7.57,8.18,6.43,6
lover,08.05,7.45,7.85,8.33,7.57,7.38,8.17,7.9,7.44,7.45
lovesick,3.63,5.81,4,3.56,4.17,6.47,3.8,3.44,7.14,5.14
low,4.39,2.21,3.5,5.1,2.29,2.17,3.73,5.43,2.11,2.3
lowdown,3.74,4,4.18,3.43,4.62,3.64,4,3.55,3.56,4.31
lowlife,2.68,4.29,3.33,2.56,4.67,4.13,3.2,2.11,4.29,4.29
lowly,4,3.95,3.8,4,3.62,4.18,3.73,4.3,4.6,3.22
lox,4.74,3.86,4.22,5.2,5,3.21,4.71,4.75,4.2,3.58
loyal,7.31,3.65,7.58,07.09,3.75,3.7,7.74,6.79,3.92,3.55
loyalty,7.18,4.52,7.29,7,4.45,4.56,7.1,7.25,3.18,6
luau,06.05,4.59,5.78,6.27,4.8,4.42,5.64,7,5.5,04.07
lube,5.1,4.17,5.45,4.7,05.09,3.33,5.5,4.73,4.27,04.08
lubricant,5.32,5.38,6.67,05.06,6.12,4.92,4.44,6.1,5.78,05.08
lucid,5.35,4.78,4.8,5.53,5.83,4.25,5.6,5.1,4.5,5.12
luck,6.73,4.57,5.83,07.07,4.57,4.57,6.57,7,4,5
lucky,7.32,5.3,7.33,7.3,4.43,5.77,6.57,7.75,5.44,5.18
lucrative,6.81,5.15,7.25,6.54,5,5.2,6.69,7,5.25,5
ludicrous,3.95,4.78,3.89,4,5.57,4.47,3.78,4.1,5.2,4.5
lug,4.58,3.45,6.5,3.69,04.09,2.82,4.64,4.5,3.64,3.27
luggage,5.19,3.75,5.89,4.67,2.83,4.12,5,5.8,3.43,4.33
lukewarm,4.5,2.61,4.78,4.27,2.45,2.75,4.79,3.83,2.44,2.71
lull,04.05,3.76,3.62,4.31,4.15,3.33,3.75,4.25,4,3.45
lullaby,7.57,3.79,7.38,7.69,04.08,3.45,8,7.33,4.43,2.9
lumbar,4.47,3.28,5,3.75,4,03.07,4.88,4.18,3.86,2.91
lumber,5.65,3.32,6,5.46,4.2,2.58,5.27,6.11,3,3.54
lumberjack,5.79,3.81,5.82,5.77,2.83,4.21,5.5,6,4.4,3.62
luminous,6.29,3.73,5.8,6.73,2.71,4.2,5.64,7,2.2,4.18
lump,03.07,3.74,3.92,2.68,4,3.73,2.71,3.45,3.9,3.75
lumpy,3.75,3.94,3,4,4.2,3.85,3.4,4.1,4.86,3.36
lunacy,4.58,5.2,2.67,4.73,4.8,5.6,4.67,4.25,4.71,5.46
lunar,6.15,5.5,6.7,5.6,6.25,5,6.22,06.09,5.77,5
lunatic,3.47,5.64,3.33,3.54,5.42,5.9,3.3,3.67,5.89,5.46
lunch,6.64,3.57,6.17,6.8,2.86,3.93,6.43,7,3.22,3.83
lunchbox,6.64,4.19,7.67,5.92,3.8,4.44,6.88,6.5,4.85,3.54
luncheon,7.19,4.12,7.62,6.92,4.54,3.67,8,6.83,4.71,3.36
lunchtime,7.26,4.95,7.33,7.25,4.12,5.46,7.78,6.8,4.89,5
lung,4.84,2.64,5,5.14,3,2.43,4.5,05.09,2.11,3
lunge,4.27,4.73,5.12,3.79,4.6,4.83,04.09,4.45,04.09,5.36
lurch,3.9,04.09,4,3.8,4.18,4,4.2,3.64,04.09,04.08
lure,4.65,4.48,5.67,4.47,5.14,4.31,5.43,4.23,4.43,4.69
lurk,3.48,4.43,3.62,3.4,4.67,4.25,3.25,3.73,3.9,4.91
luscious,6.91,5.75,07.05,6.78,5.2,6.3,6.5,7.15,6.43,5.38
lush,6.48,4.24,07.08,5.67,4.86,3.93,7,6.35,3.7,4.73
lust,6.26,6.44,6.79,5.96,7,6.11,6.53,6,6.17,6.63
lustful,5.53,6.6,6.23,4,7.2,6.4,6.67,4.5,8,5.85
lusty,5.8,5.59,6,5.64,4.2,5.88,5.36,6.83,4.58,6.67
luxurious,7.58,4.73,6.5,08.08,5,4.4,7.9,7.22,5.22,4.38
luxury,7.25,4.71,8.2,6.93,5.5,4.4,7.5,7,3.71,5.21
lycra,4.5,3.39,3.6,4.8,4.2,03.08,4.4,4.6,4,3
lye,4.26,4.29,5.11,3.5,4.62,04.08,4.33,4.2,4.77,3.5
lymphoma,2.6,4.59,3.6,2.27,6,4.15,3,2.2,4.67,4.55
lynching,1.67,4.92,1.91,1.46,4,5.44,1.76,1.43,4.71,5.6
lyric,6.53,3.57,6.6,6.46,4.67,3.13,5.71,7,3.43,3.64
lyrical,6.84,3.81,5.4,7.31,4.33,3.6,6.43,7,4,3.71
lyrics,6.42,4.95,5.67,6.56,4.5,5.14,6.3,6.56,4.5,5.14
macadamia,6.33,3.8,6,6.58,2.5,4.17,06.06,7.2,3.36,4.3
macarena,6.52,4.24,6,6.92,2.67,4.72,6.5,6.6,3.93,4.6
macaroni,7.75,05.09,8.29,7.46,5.92,4.18,8.57,7.5,5.79,4
mace,4.14,5.43,4.4,04.06,6,4.82,4.25,4,5.62,5
mach,5.35,3.95,5,5.41,4.71,3.77,5.29,5.38,5.43,3.38
machete,4.13,6.18,5.38,3.47,5.9,6.42,4.67,3.55,5.82,6.55
machine,5,4.39,5.75,4.6,5.2,3.71,4.83,5.18,5.12,3.5
machinery,4.65,3.89,4.8,4.6,4.67,3.5,4.7,4.6,4.6,3
macho,4.84,3.96,5.22,4.5,4,04.07,5,4.7,4.5,3.67
mackerel,4.78,3.45,4.88,4.73,3.9,03.08,4.75,4.82,3.36,3.55
macro,5.2,3.85,5.43,05.08,5.22,2.73,5.4,5.11,4.5,3.42
mad,2.47,5.59,3,2.38,5.33,5.72,2.44,2.5,5.95,5.29
madam,5.17,03.05,4.75,5.5,3.29,2.92,5.27,5,2.44,3.55
madden,4.75,5.17,6,3.92,6.25,4.62,4.86,4.69,5.54,4.73
mademoiselle,6.35,4.5,6.22,6.45,3.8,4.75,06.07,7,04.08,5.11
madhouse,3.11,5.77,3.17,03.08,5.75,5.8,3.1,3.12,6.67,5.15
madman,3.45,06.09,3.57,3.39,6.14,06.04,4.17,2.58,6.15,06.04
madness,2.86,6.25,3.17,2.73,6.38,6.17,3.22,2.58,6.67,5.91
maestro,6.14,3.7,5.91,6.4,4,3.42,6.9,5.45,4.36,03.08
mafia,3.11,07.05,3.8,2.85,6.67,7.2,3.14,03.09,7.43,6.86
magazine,6.24,4.2,06.08,6.5,5.14,3.69,6.17,6.33,4.22,4.18
magenta,5.95,4.58,5,6.19,3.75,5.18,5.75,6.2,4.6,4.56
maggot,2,5.6,2.29,1.83,5.14,5.85,1.95,02.06,6,5.3
magic,7.17,06.05,7.38,7,5.29,6.43,6.91,7.57,6.67,5.58
magical,8.23,5.88,8.4,8.12,5.89,5.91,8.29,8.14,6.24,5.64
magician,5.68,4.73,5,6,4.55,4.91,5.45,6,5.18,4.27
magistrate,4.71,3.68,5.2,4.27,3,4,05.09,4.3,4.2,3.53
magna,05.09,4.63,4.6,5.25,5.25,4.18,4.92,5.3,4.7,4.56
magnesium,4.95,2.86,5.45,4.29,3.62,2.43,4.62,5.18,2.22,3.31
magnet,5.65,3.38,6,5.36,3.78,3.13,5.56,5.73,3.42,3.33
magnetic,6.17,3.55,6.2,6.15,3.64,3.44,6.14,6.18,3.11,3.91
magnetism,6,4.56,5.91,6.12,4.5,4.57,5.75,6.18,5.14,4.18
magnification,6.65,4.38,7.25,6.5,4.75,4.29,6.38,6.83,4.3,4.45
magnificence,7.47,3.95,7.17,7.62,4.18,3.7,7.55,7.38,4.4,3.55
magnificent,6.95,4.52,6.44,7.4,4.27,4.75,7.2,6.67,5,04.08
magnify,4.86,4.41,5.5,4.5,4.7,4.17,4.73,5,4,4.82
magnifying,6.11,3.58,6.4,6,3.5,3.67,6,6.18,3.11,4
magnitude,5.1,5.11,5.4,5,5.33,5,5.3,4.9,5.5,4.62
magnolia,6.8,4.19,6.5,7.1,4.5,4,6.22,7.27,4.62,3.5
magpie,5.5,03.08,5.12,5.75,2.89,3.2,5.22,5.73,03.08,03.08
mahi mahi,5.52,5.16,6.33,5.2,6.25,4.36,5.5,5.53,5.22,5.1
mahjong,5.55,3.61,5.5,5.6,3.91,3.33,5.9,5.2,4.36,2.92
mahogany,6.48,2.67,6.5,6.45,1.83,3,07.09,5.8,1.2,3.12
maid,5.38,3.19,5.42,5.33,3.57,3,6.25,5.18,3.4,3
maiden,5.65,04.05,4.67,5.82,4,04.08,5,6,3.86,4.15
mail,6.28,3.81,5.94,6.5,3.14,4.14,6.29,6.33,4.5,3.18
mailbox,06.05,2.29,6.1,6,2.62,02.08,5.78,6.27,2.69,1.62
mailing,5.33,3.14,5.25,5.44,3.71,2.86,6.25,5.12,3.3,3
mailman,5.32,3.32,5.67,5,3.38,3.29,5.29,5.33,3.7,3
maim,3.14,4.56,4.33,2.25,4.5,4.67,3.62,1.6,4.5,4.8
main,5.27,4.1,5.54,4.89,4.71,3.77,5.5,5,4.56,3.73
mainframe,5,3.95,5.78,4.3,5.5,03.07,5.57,4.67,4.4,3.58
mainland,5.3,3.67,5.8,5.13,3.8,3.62,5.3,5.3,4.29,3.27
mainstream,4.55,3.38,4.33,4.59,3.57,3.23,4.43,4.62,3.71,3.15
maintain,6.29,2.75,6.12,6.38,4.67,2.11,6.25,6.33,3.2,2.43
maintenance,5.95,2.81,6.5,5.81,3.25,2.71,5.88,6,3.4,2.27
majestic,7.14,4.16,6.11,7.92,3.83,4.39,6.69,8.6,3.64,5.1
majesty,6.86,4.7,5.92,8.38,5,4.54,6.75,7,4.33,5
major,5.52,4.24,4.83,5.86,3.86,4.43,5.62,5.43,3.56,4.75
majority,4.95,4.3,4.8,5,5.92,2.55,4.83,5.11,4.75,3.29
make,06.09,3.67,6.5,5.8,2.57,4.21,5.5,7,3.44,3.83
makeover,5.76,5.13,4.43,6.62,3.75,5.93,5.86,5.85,5.78,4.71
maker,5.74,4.16,5,6,4.5,3.78,5.83,5.83,5.17,3.69
makeshift,5.32,4.79,4.8,5.38,5.38,4.36,05.08,5.6,5.7,3.78
makeup,5.21,4.1,4.67,5.31,4.67,3.85,4.57,5.58,4,4.17
malady,3.86,4.48,5.44,2.67,4.5,4.5,4.31,2.4,4,5.2
malaria,2.34,05.07,3.23,1.93,4.53,5.67,02.05,2.65,4.43,5.75
malarkey,4.45,4.33,4.75,4.38,4.75,4.24,4.12,4.67,4.5,4.18
male,6.91,4.5,6.38,7.67,4,4.77,7.58,6.1,4.67,4.36
malfunction,2.68,4.62,3.33,2.38,4.73,4.5,2.8,2.56,5,4.33
malice,2.81,4.81,2.82,2.81,4.33,5,3.1,2.55,5,4.71
malicious,2.32,4.95,3.33,2.12,4.75,05.08,1.89,2.7,4.67,5.17
malignant,3.1,4.42,3.62,2.77,5.5,04.06,3.42,2.67,4.5,4.36
mall,4.45,5.3,3.73,5.33,5.71,05.08,4.91,3.89,5.18,5.44
mallet,4.7,3.95,5.22,4.27,4.33,3.67,4.86,4.33,4.5,3.62
malnutrition,2.48,3.5,2.88,2.23,5.17,2.94,2.75,2.11,3.9,3.21
malpractice,2.74,5.26,2.33,2.73,5.22,5.3,2.67,2.67,5.43,5.17
malt,6.14,3.75,7.25,5.46,3.77,3.73,7.38,5.67,4.5,2.7
mama,7.64,4.29,7.33,7.8,3.71,4.57,7.29,8.43,3.89,4.58
mambo,5.52,05.05,5.44,5.58,5,05.07,5.22,5.75,5.8,4.81
mammal,5.95,3.81,5.86,6.12,4,3.89,5.6,6.25,3.27,4.4
mammoth,5.84,04.09,6.33,5.4,3.88,4.21,5.43,06.08,4.5,3.75
mammy,5.1,3.82,5.71,4.77,3.9,3.75,4.64,5.67,3.56,4
man,5.42,4.36,5.33,5.44,4,4.65,4.9,6,3.75,5.26
manage,4.71,3.52,4.64,4.8,3.55,3.5,4.5,4.91,3.73,3.33
manageable,5.33,03.05,5.33,5.33,2.5,3.45,4.83,5.53,3,3.11
management,4.95,3.24,5,4.94,3,3.38,6.11,3.9,3.67,2.92
manager,4.82,4.15,5.15,4.33,4.29,04.08,4.92,4.7,4.44,3.91
managerial,4.5,2.81,5,4.41,2.71,2.77,4.86,4.31,3.14,2.54
mandarin,6.15,3.91,6.43,6,4.3,3.58,5.91,6.44,3.89,3.92
mandate,3.76,4.32,4.38,3.38,4.15,4.5,4.25,3.42,5,3.45
mandatory,3.9,3.89,4.8,3.6,4,3.85,3.6,4.2,4.86,3.27
